company,species,REF,review_year,cocoa_percent,company_location,rating,bean_type,bean_origin,is_blend,is_domestic
Domori,Hacienda Victoria,1672,2015,0.7,Italy,3.75,Others,Ecuador,0,0
Domori,Ocumare 77,1672,2015,0.7,Italy,3.75,Criollo (Ocumare 77),Venezuela,0,0
Domori,"IL100, H. San Jose",1109,2013,1.0,Italy,3.0,Criollo,Venezuela,1,0
Domori,Morogoro,863,2012,0.7,Italy,3.5,Others,Tanzania,0,0
Domori,Guasare,863,2012,0.7,Italy,3.75,Criollo,Venezuela,0,0
Domori,"Canoabo, Hacienda San Jose",693,2011,0.7,Italy,3.5,Criollo,Venezuela,1,0
Domori,"Chuao, Hacienda San Jose",470,2010,0.7,Italy,3.0,Trinitario,Venezuela,1,0
Domori,"Carupano, H. San Jose",227,2008,0.7,Italy,3.0,Trinitario,Venezuela,1,0
Domori,Teyuna,272,2008,0.7,Italy,3.0,Others,Colombia,0,0
Domori,Blend No. 1,272,2008,0.78,Italy,3.5,Blend,Others,1,0
Domori,Ilblend,272,2008,0.7,Italy,3.75,Blend,Others,1,0
Domori,Porcelana,111,2007,0.7,Italy,4.0,Criollo (Porcelana),Venezuela,0,0
Domori,"Ocumare 61, Puertomar",129,2007,0.75,Italy,3.25,Criollo (Ocumare 61),Venezuela,1,0
Domori,Granella,135,2007,0.6,Italy,3.25,Trinitario,Venezuela,0,0
Domori,Madagascar,135,2007,0.7,Italy,3.5,Trinitario,Madagascar,0,0
Domori,Madagared,192,2007,0.7,Italy,3.5,Criollo,Madagascar,0,0
Domori,"Java, Javablond",192,2007,0.7,Italy,3.75,Criollo,Indonesia,1,0
Domori,Ecuador,192,2007,0.7,Italy,4.0,Forastero (Arriba),Ecuador,0,0
Domori,"Ocumare 67, Puertofino",192,2007,0.7,Italy,4.0,Criollo (Ocumare 67),Venezuela,1,0
Domori,Sur del Lago Classificado,87,2006,0.7,Italy,3.0,Trinitario,Venezuela,0,0
Domori,Apurimac,87,2006,0.7,Italy,3.25,Trinitario,Peru,0,0
Domori,Carenero Superior,87,2006,0.7,Italy,3.5,Trinitario,Venezuela,0,0
Dormouse,Non Pariel Estate,1880,2016,0.75,England,2.75,Trinitario,Grenada,0,0
Dormouse,"Rio Caribe, Batch 7",1672,2015,0.7,England,2.5,Trinitario,Venezuela,1,0
Dormouse,"Colombia, Batch 9",1676,2015,0.8,England,2.75,"Criollo, Trinitario",Colombia,1,0
Dormouse,"Madagascar, Batch 8",1676,2015,0.77,England,2.75,"Criollo, Trinitario",Madagascar,1,0
Duffy's,"Rio Dulce, Xoco",1662,2015,0.7,England,4.0,Criollo,Guatemala,1,0
Duffy's,"Chuno, Xoco",1331,2014,0.7,England,3.5,Criollo,Nicaragua,1,0
Duffy's,"Rico Rugoso, Xoco",1331,2014,0.76,England,3.75,Criollo,Nicaragua,1,0
Duffy's,Ocumare,923,2012,0.72,England,3.75,Others,Venezuela,0,0
Duffy's,"Indio Rojo, Xoco",623,2011,0.72,England,3.75,Criollo,Honduras,1,0
Duffy's,Dominican Republic,661,2011,0.65,England,3.5,Others,Dominican Republic,0,0
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,0.72,England,3.0,Others,Panama,1,0
Duffy's,"Nicaliso, Xoco",697,2011,0.71,England,3.25,Criollo,Nicaragua,1,0
Duffy's,Ocumare,765,2011,0.71,England,3.5,Others,Venezuela,0,0
Duffy's,Panama,516,2010,0.7,England,3.5,Others,Panama,0,0
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,0.72,England,3.75,Others,Ecuador,1,0
Duffy's,Star of Ecuador,523,2010,0.7,England,2.5,Others,Ecuador,0,0
Duffy's,Star of Peru,523,2010,0.7,England,3.75,Others,Peru,0,0
Dulcinea,Dominican Republic,1506,2015,0.7,U.S.A.,3.25,Others,Dominican Republic,0,0
Durand,Madagascar,841,2012,0.82,France,2.75,Trinitario,Madagascar,0,0
Durci,"Maranon, Joya Rara",1626,2015,0.7,U.S.A.,3.5,Forastero (Nacional),Peru,1,0
Durci,"Rio Caribe, Tepui Treasure",1626,2015,0.7,U.S.A.,3.5,Trinitario,Venezuela,1,0
Durci,Taino Secret,1630,2015,0.7,U.S.A.,3.25,Others,Dominican Republic,0,0
Durci,"Carenero, Empyrean Sabor",1630,2015,0.7,U.S.A.,3.25,Trinitario,Venezuela,1,0
Durci,Corona Arriba,1630,2015,0.7,U.S.A.,4.0,Others,Ecuador,0,0
East Van Roasters,Peru,1343,2014,0.7,Canada,3.25,Others,Peru,0,0
East Van Roasters,Madagascar,1343,2014,0.7,Canada,3.5,Trinitario,Madagascar,0,0
East Van Roasters,Dominican Republic,1343,2014,0.7,Canada,3.75,Others,Dominican Republic,0,0
Eau de Rose,Tumaco,1812,2016,0.7,Canada,3.25,Others,Colombia,0,0
Eau de Rose,Arauca,1812,2016,0.7,Canada,3.25,Others,Colombia,0,0
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,0.72,U.S.A.,2.75,Forastero (Nacional),Peru,1,0
Edelmond,Porcelana,1876,2016,0.68,Germany,3.0,Criollo,Venezuela,0,0
El Ceibo,"Alto Beni, Covendo Region",709,2011,0.75,Bolivia,3.75,Others,Bolivia,1,1
El Ceibo,Alto Beni,252,2008,0.71,Bolivia,2.75,Others,Bolivia,0,1
El Rey,San Joaquin,1662,2015,0.7,Venezuela,3.75,Others,Venezuela,0,1
El Rey,"Rio Caribe, Cariaco",439,2009,0.605,Venezuela,2.75,Trinitario,Venezuela,1,1
El Rey,"Rio Caribe, Macuro",439,2009,0.7,Venezuela,3.0,Trinitario,Venezuela,1,1
El Rey,"Carenero Superior, Apamate",206,2008,0.74,Venezuela,2.5,Criollo,Venezuela,1,1
El Rey,"Carenero Superior, Bucare",206,2008,0.58,Venezuela,2.5,Criollo,Venezuela,1,1
El Rey,"Carenero Superior, Mijao",206,2008,0.61,Venezuela,3.0,Criollo,Venezuela,1,1
El Rey,"Carenero Superior, Gran Saman",32,2006,0.7,Venezuela,2.75,Criollo,Venezuela,1,1
Emerald Estate,Emerald Estate,1137,2013,0.6,St. Lucia,2.75,Others,St Lucia,0,0
Emerald Estate,Emerald Estate,1137,2013,0.7,St. Lucia,3.25,Others,St Lucia,0,0
Emily's,Patanemo,1450,2015,0.79,Japan,3.0,Others,Venezuela,0,0
Emily's,Peru,1454,2015,0.78,Japan,3.5,Criollo,Peru,0,0
ENNA,"Wampusirpi, batch 007",1916,2016,0.75,U.S.A.,3.25,Others,Honduras,1,0
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,0.8,Spain,3.25,Forastero,"Sao Tome,Principe",1,0
Erithaj (A. Morin),Ben Tre,1205,2014,0.7,France,3.25,Trinitario,Vietnam,0,0
Erithaj (A. Morin),Ham Luong,1209,2014,0.8,France,3.0,Trinitario,Vietnam,0,0
Erithaj (A. Morin),Ba Lai,1209,2014,0.74,France,3.25,Trinitario,Vietnam,0,0
Escazu,Rio Caribe,903,2012,0.7,U.S.A.,2.75,Trinitario,Venezuela,0,0
Escazu,Guapiles,414,2009,0.65,U.S.A.,2.0,Others,Costa Rica,0,0
Escazu,Carenero Superior,423,2009,0.81,U.S.A.,3.5,Criollo,Venezuela,0,0
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,0.74,U.S.A.,2.75,Others,"Costa Rica,Venezuela",1,0
Escazu,Ocumare,252,2008,0.72,U.S.A.,3.0,Criollo,Venezuela,0,0
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,0.55,U.S.A.,2.5,Others,"Peru,Madagascar",1,0
Ethel's Artisan (Mars),Trinidad,666,2011,0.55,U.S.A.,2.5,Trinitario,Trinidad,0,0
Ethel's Artisan (Mars),Porcelana,666,2011,0.7,U.S.A.,2.5,Criollo (Porcelana),Venezuela,0,0
Ethel's Artisan (Mars),Red Vanilla,666,2011,0.62,U.S.A.,2.75,Others,Others,0,0
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,0.62,U.S.A.,2.5,Others,"Venezuela,Trinidad",1,0
Ethereal,Belize,1275,2014,0.8,U.S.A.,3.0,Trinitario,Belize,0,0
Ethereal,Ecuador,1275,2014,0.8,U.S.A.,3.5,Others,Ecuador,0,0
Ethereal,Dominican Republic,1275,2014,0.8,U.S.A.,3.75,Others,Dominican Republic,0,0
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,0.75,U.S.A.,2.75,Others,Brazil,1,0
Feitoria Cacao,Blue Mountain,1732,2016,0.76,Portugal,3.0,Others,Jamaica,0,0
Feitoria Cacao,Cuyagua,1736,2016,0.76,Portugal,2.5,Others,Venezuela,0,0
Feitoria Cacao,Maya Mountain,1736,2016,0.76,Portugal,2.75,Trinitario,Belize,0,0
Felchlin,Grenada,494,2010,0.58,Switzerland,3.5,Trinitario,Grenada,0,0
Felchlin,Supremo- SF,105,2006,0.62,Switzerland,2.0,Others,Others,0,0
Felchlin,Elvesia P.,105,2006,0.74,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic,0,0
Felchlin,"Madagascar, Grand Cru",48,2006,0.64,Switzerland,3.0,Criollo,Madagascar,1,0
Felchlin,Maracaibo Clasificado,48,2006,0.65,Switzerland,3.0,Criollo,Venezuela,0,0
Felchlin,Arriba,48,2006,0.72,Switzerland,3.5,Forastero (Arriba),Ecuador,0,0
Felchlin,"Alto Beni, Cru Savage",56,2006,0.68,Switzerland,4.0,Criollo (Wild),Bolivia,1,0
Finca,Puerto Rico,1283,2014,0.65,U.S.A.,2.25,Others,Puerto Rico,0,0
Finca,Dominican Republic,1283,2014,0.8,U.S.A.,3.0,Others,Dominican Republic,0,0
Finca,Dominican Republic,1283,2014,0.7,U.S.A.,3.25,Others,Dominican Republic,0,0
Finca,Dominican Republic,1287,2014,0.85,U.S.A.,2.5,Others,Dominican Republic,0,0
Forever Cacao,Rio Eni,1267,2014,0.72,England,2.75,Criollo,Peru,0,0
Forteza (Cortes),Dominican Republic,1776,2016,0.7,Puerto Rico,2.75,Others,Dominican Republic,0,0
Forteza (Cortes),Puerto Rico,1776,2016,0.8,Puerto Rico,2.75,Others,Dominican Republic,0,0
Fossa,"Akesson's E., Sambirano V.",1772,2016,0.7,Singapore,2.75,Others,Madagascar,1,0
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,0.75,Singapore,3.5,Others,Ecuador,1,0
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,0.67,Singapore,3.75,Trinitario,Tanzania,1,0
Franceschi,Choroni,1355,2014,0.7,Venezuela,3.5,Others,Venezuela,0,1
Franceschi,Ocumare,1355,2014,0.7,Venezuela,3.75,Others,Venezuela,0,1
Franceschi,Canoabo,911,2012,0.7,Venezuela,3.75,Others,Venezuela,0,1
Franceschi,Sur del Lago,915,2012,0.6,Venezuela,3.5,Others,Venezuela,0,1
Frederic Blondeel,Costa Rica,1538,2015,0.7,Belgium,3.5,Others,Costa Rica,0,0
Frederic Blondeel,Peru Brutus,1538,2015,0.75,Belgium,3.5,Others,Peru,0,0
Frederic Blondeel,Vietnam,1542,2015,0.8,Belgium,3.0,Trinitario,Vietnam,0,0
Frederic Blondeel,Ghana,1351,2014,0.6,Belgium,3.5,Forastero,Ghana,0,0
Frederic Blondeel,Madagascar,1351,2014,0.65,Belgium,3.5,Trinitario,Madagascar,0,0
French Broad,"Norandino, batch 161208",1940,2017,0.7,U.S.A.,3.5,Others,Peru,1,0
French Broad,Guatemala,1634,2015,0.73,U.S.A.,3.5,Others,Guatemala,0,0
French Broad,San Andres,1209,2014,0.8,U.S.A.,3.0,Others,Costa Rica,0,0
French Broad,Matagalpa,1295,2014,0.68,U.S.A.,3.25,Others,Nicaragua,0,0
French Broad,"Palo Blanco, Chulucanas",1042,2013,0.66,U.S.A.,3.5,Others,Peru,1,0
French Broad,Tumbes Coop,883,2012,0.7,U.S.A.,2.5,Criollo,Peru,0,0
French Broad,"Palo Blanco, Chulucanas",883,2012,0.61,U.S.A.,3.5,Others,Peru,1,0
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,0.81,U.S.A.,2.0,Others,Peru,1,0
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,0.7,U.S.A.,3.5,Forastero (Nacional),Peru,1,0
French Broad,La Red,785,2011,0.65,U.S.A.,3.5,Others,Dominican Republic,0,0
Fresco,"Maranon, #228, MR, SC",1383,2014,0.7,U.S.A.,3.0,Forastero (Nacional),Peru,1,0
Fresco,"Maranon, #227, LR, MC",1383,2014,0.7,U.S.A.,3.5,Forastero (Nacional),Peru,1,0
Fresco,"Maranon, #229, MR, LC",1383,2014,0.7,U.S.A.,3.5,Forastero (Nacional),Peru,1,0
Fresco,"Maranon, #230, DR, LC",1387,2014,0.7,U.S.A.,3.5,Forastero (Nacional),Peru,1,0
Fresco,"Conacado, #223, MR, SC",1030,2013,0.72,U.S.A.,3.25,Others,Dominican Republic,1,0
Fresco,"Conacado, #224, MR, MC",1081,2013,0.72,U.S.A.,3.75,Others,Dominican Republic,1,0
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,0.7,U.S.A.,3.75,Others,Peru,1,0
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,0.7,U.S.A.,4.0,Trinitario,Peru,1,0
Fresco,"Markham Valley, #219, LR, MC",899,2012,0.69,U.S.A.,3.5,Others,Papua New Guinea,1,0
Fresco,"Markham Valley, #221, DR, MC",899,2012,0.69,U.S.A.,3.5,Others,Papua New Guinea,1,0
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,0.74,U.S.A.,4.0,Trinitario,Madagascar,1,0
Fresco,"Markham Valley, #220, MR, MC",927,2012,0.69,U.S.A.,4.0,Trinitario,Papua New Guinea,1,0
Fresco,"Markham Valley, #222, LR, 0C",931,2012,0.69,U.S.A.,3.0,Trinitario,Papua New Guinea,1,0
Fresco,"Ghana, #211, MR, MC",636,2011,0.74,U.S.A.,2.75,Forastero,Ghana,1,0
Fresco,"Jamaica, #209, DR, SC",642,2011,0.7,U.S.A.,3.25,Trinitario,Jamaica,1,0
Fresco,"Conacado, #212, LR, SC",642,2011,0.72,U.S.A.,3.5,Others,Dominican Republic,1,0
Fresco,"Jamaica, #210, DR, MC",642,2011,0.7,U.S.A.,3.5,Trinitario,Jamaica,1,0
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,0.74,U.S.A.,2.75,Trinitario,Madagascar,1,0
Fresco,"Conacado, #213, DR, -C",682,2011,0.72,U.S.A.,3.25,Others,Dominican Republic,1,0
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,0.74,U.S.A.,3.0,Trinitario,Madagascar,1,0
Fresco,"Chuao, #218, MR, MC",745,2011,0.76,U.S.A.,3.25,Trinitario,Venezuela,1,0
Fresco,"Chuao, #217, DR, MC",745,2011,0.7,U.S.A.,4.0,Trinitario,Venezuela,1,0
Fresco,"Jamaica, #204, DR, SC",370,2009,0.8,U.S.A.,2.75,Trinitario,Jamaica,1,0
Fresco,"Jamaica, #206, DR, LC",370,2009,0.7,U.S.A.,3.0,Trinitario,Jamaica,1,0
Fresco,"Jamaica, #205, DR, MC",370,2009,0.7,U.S.A.,3.25,Trinitario,Jamaica,1,0
Fresco,"Carenero Superior, #203, MR, SC",370,2009,0.65,U.S.A.,3.5,Criollo,Venezuela,1,0
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,0.7,Denmark,3.5,Others,Nicaragua,1,0
Friis Holm (Bonnat),La Dalia,1680,2015,0.6,Denmark,3.0,Others,Nicaragua,0,0
Friis Holm (Bonnat),La Dalia,1680,2015,0.85,Denmark,3.25,Others,Nicaragua,0,0
Friis Holm (Bonnat),La Dalia,1259,2014,0.7,Denmark,3.5,Others,Nicaragua,0,0
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,0.7,Denmark,3.25,Others,Nicaragua,1,0
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,0.7,Denmark,3.5,Others,Nicaragua,1,0
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,0.7,Denmark,3.25,"Criollo, Trinitario",Nicaragua,1,0
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,0.7,Denmark,3.25,"Criollo, Trinitario",Honduras,1,0
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,0.7,Denmark,3.25,"Criollo, Trinitario",Nicaragua,1,0
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,0.7,Denmark,3.75,Others,Nicaragua,1,0
Friis Holm (Bonnat),"Johe, Xoco",623,2011,0.7,Denmark,3.25,"Criollo, Trinitario",Nicaragua,1,0
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,0.7,Denmark,3.5,"Criollo, Trinitario",Nicaragua,1,0
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,0.7,Denmark,3.5,"Criollo, Trinitario",Nicaragua,1,0
Fruition,"Wild Bolivian, Batch 2",1780,2016,0.74,U.S.A.,3.75,Beniano,Bolivia,1,0
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,0.74,U.S.A.,4.0,Amazon mix,Costa Rica,1,0
Fruition,Gran Couva,1347,2014,0.7,U.S.A.,3.75,Trinitario,Trinidad,0,0
Fruition,Maranon,1359,2014,0.76,U.S.A.,3.0,Forastero (Nacional),Peru,0,0
Fruition,La Red,1046,2013,0.7,U.S.A.,3.75,Others,Dominican Republic,0,0
Fruition,Camino Verde,1185,2013,0.75,U.S.A.,3.0,Others,Ecuador,0,0
Fruition,Peru,863,2012,0.7,U.S.A.,2.5,Others,Peru,0,0
Fruition,Signature Blend,753,2011,0.66,U.S.A.,3.25,Trinitario,Costa Rica,1,0
Fruition,Costa Rica,781,2011,0.7,U.S.A.,3.0,Others,Costa Rica,0,0
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,0.85,U.S.A.,2.5,Blend,Hawaii,1,0
Georgia Ramon,Akesson P.,1642,2015,0.65,Germany,3.25,Trinitario,Madagascar,0,0
Georgia Ramon,ABOCFA Coop,1642,2015,0.7,Germany,4.0,Forastero,Ghana,0,0
Georgia Ramon,Conacado Coop,1646,2015,0.7,Germany,3.5,Trinitario,Dominican Republic,0,0
Georgia Ramon,Conacado Coop,1646,2015,0.8,Germany,3.5,Trinitario,Dominican Republic,0,0
Georgia Ramon,Akesson P.,1646,2015,0.75,Germany,3.5,Trinitario,Madagascar,0,0
Glennmade,"Toledo District, 2015 Harvest",1848,2016,0.7,U.S.A.,3.5,Others,Belize,1,0
Glennmade,Bahia,1672,2015,0.66,U.S.A.,3.0,"Trinitario, Forastero",Brazil,0,0
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,0.77,U.S.A.,2.75,Others,Mexico,1,0
Goodnow Farms,"El Carmen, batch 1003",1924,2016,0.77,U.S.A.,3.25,Others,Nicaragua,1,0
Goodnow Farms,"Asochivite, batch 1005",1924,2016,0.77,U.S.A.,3.25,Others,Guatemala,1,0
Grand Place,"Ben Tre, Dong Nai",741,2011,0.72,Vietnam,3.0,Trinitario,Vietnam,1,1
Green & Black's (ICAM),Dark,15,2006,0.7,England,2.5,Others,Others,0,0
Green Bean to Bar,Madagascar,1896,2016,0.7,Japan,3.5,Others,Madagascar,0,0
Grenada Chocolate Co.,Grenada,494,2010,0.82,Grenada,3.25,Trinitario,Grenada,0,1
Grenada Chocolate Co.,Grenada,363,2009,0.6,Grenada,2.75,Trinitario,Grenada,0,1
Grenada Chocolate Co.,Grenada,241,2008,0.71,Grenada,2.5,Trinitario,Grenada,0,1
Guido Castagna,Arriba,355,2009,0.64,Italy,3.0,Forastero (Arriba) ASS,Ecuador,0,0
Guido Castagna,Ghana,355,2009,0.64,Italy,3.0,Forastero,Ghana,0,0
Guido Castagna,Trinidad & Tobago,355,2009,0.64,Italy,3.0,Others,"Trinidad,Tobago",1,0
Guido Castagna,Lacri Blend,355,2009,0.76,Italy,3.0,Others,Venezuela,1,0
Guido Castagna,Blend,355,2009,0.64,Italy,3.25,Others,"Venezuela,Trinidad,Ecuador",1,0
Guittard,"Epique, Blend No. 49",1602,2015,0.7,U.S.A.,3.75,Others,Others,1,0
Guittard,Haiti,1053,2013,0.65,U.S.A.,2.75,Others,Haiti,0,0
Guittard,Nicaragua,1053,2013,0.65,U.S.A.,2.75,Others,Nicaragua,0,0
Guittard,Jamaica,1053,2013,0.65,U.S.A.,3.25,Trinitario,Jamaica,0,0
Guittard,Ecuador,1053,2013,0.65,U.S.A.,3.5,Others,Ecuador,0,0
Guittard,Coucher du Soleil,654,2011,0.72,U.S.A.,2.75,Others,Others,0,0
Guittard,Lever du Soleil,654,2011,0.61,U.S.A.,3.25,Others,Others,0,0
Guittard,Onyx,654,2011,0.72,U.S.A.,3.25,Others,Others,0,0
Guittard,Trinidad,552,2010,0.65,U.S.A.,3.0,Trinitario,Trinidad,0,0
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,0.55,U.S.A.,3.0,Others,Hawaii,1,0
Guittard,Nocturne,387,2009,0.91,U.S.A.,3.0,Others,Others,0,0
Guittard,Complexite,387,2009,0.7,U.S.A.,3.5,Blend,Others,0,0
Guittard,Machu Pichu,259,2008,0.65,U.S.A.,3.0,Others,Peru,0,0
Guittard,Special Maker Reserve,276,2008,0.64,U.S.A.,3.0,Others,Others,0,0
Guittard,Ocumare,276,2008,0.65,U.S.A.,3.5,Others,Venezuela,0,0
Guittard,Quetzalcoatl,147,2007,0.72,U.S.A.,3.5,Blend,Others,0,0
Guittard,Chucuri,15,2006,0.65,U.S.A.,3.0,Trinitario,Colombia,0,0
Guittard,Sur del Lago,87,2006,0.65,U.S.A.,2.5,"Trinitario, Criollo",Venezuela,0,0
Guittard,"Sambirano, Ambanja",87,2006,0.65,U.S.A.,3.5,"Criollo, +",Madagascar,1,0
Guittard,"Los Rios, Quevedo",93,2006,0.65,U.S.A.,3.5,Forastero (Arriba),Ecuador,1,0
Guittard,Tsaranta,93,2006,0.61,U.S.A.,3.5,Blend,Others,0,0
Guittard,Semisweet,99,2006,0.61,U.S.A.,3.0,Blend,Others,0,0
Habitual,Papua New Guinea,1197,2014,0.8,Canada,2.75,Others,Papua New Guinea,0,0
Habitual,Campesino w/ nibs,1197,2014,0.74,Canada,2.75,Others,Others,0,0
Habitual,Dominican Republic,1197,2014,0.75,Canada,3.25,Others,Dominican Republic,0,0
Habitual,Trinitario,1197,2014,0.7,Canada,3.5,Trinitario,Others,0,0
Habitual,Downtown London,1201,2014,0.65,Canada,2.75,Others,Others,0,0
Habitual,Africa meets Latina,1201,2014,0.7,Canada,3.0,Others,Others,0,0
Habitual,Amazonas,1201,2014,0.8,Canada,3.0,Others,Others,0,0
Habitual,Sharkey,1201,2014,0.66,Canada,3.25,Others,Hawaii,0,0
Habitual,one hundred,1205,2014,1.0,Canada,2.0,Others,Others,0,0
Hachez,Arriba,166,2007,0.77,Germany,2.5,Forastero (Arriba),Ecuador,0,0
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,0.55,Ecuador,2.75,Trinitario,Ecuador,0,1
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,0.7,Ecuador,3.0,Trinitario,Ecuador,0,1
Haigh,South America and Africa,701,2011,0.7,Australia,3.0,Others,"South America,Africa",1,0
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,0.85,U.S.A.,3.25,Others,Brazil,1,0
Harper Macaw,Brazil Blend,1696,2015,0.67,U.S.A.,3.0,Others,Brazil,1,0
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,0.77,U.S.A.,3.5,Others,Brazil,1,0
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,0.74,U.S.A.,3.5,Others,Brazil,1,0
Heilemann,Peru,1876,2016,0.64,Germany,2.75,Others,Peru,0,0
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,0.7,U.S.A.,3.25,Amazon,Belize,1,0
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,0.74,U.S.A.,3.5,Amazon mix,Costa Rica,1,0
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,0.67,U.S.A.,3.5,"Amazon, ICS",Bolivia,1,0
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,0.67,U.S.A.,3.0,Beniano,Bolivia,1,0
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,0.67,U.S.A.,3.75,EET,Ecuador,1,0
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,0.67,U.S.A.,3.75,Others,Hawaii,1,0
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,0.72,U.S.A.,3.5,Others,Hawaii,1,0
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,0.7,U.S.A.,3.5,EET,Ecuador,1,0
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,0.77,U.S.A.,3.5,EET,Ecuador,1,0
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,0.68,U.S.A.,3.75,"Amazon, ICS",Bolivia,1,0
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,0.72,U.S.A.,4.0,Beniano,Bolivia,1,0
hello cocoa,Uganda,1458,2015,0.57,U.S.A.,2.75,Forastero,Uganda,0,0
hello cocoa,Venezuela,1462,2015,0.74,U.S.A.,3.5,Criollo,Venezuela,0,0
hexx,Tanzania,1546,2015,0.7,U.S.A.,2.75,Others,Tanzania,0,0
hexx,Madagascar,1546,2015,0.74,U.S.A.,3.0,Trinitario,Madagascar,0,0
hexx,Venezuela,1546,2015,0.7,U.S.A.,3.0,Others,Venezuela,0,0
hexx,Ecuador,1550,2015,0.73,U.S.A.,3.25,Others,Ecuador,0,0
hexx,Peru,1550,2015,0.7,U.S.A.,3.25,Others,Peru,0,0
Hogarth,Akesson's Estate,1712,2016,0.7,New Zealand,2.75,Trinitario,Madagascar,0,0
Hogarth,Carenero Superior,1712,2016,0.72,New Zealand,2.75,Trinitario,Venezuela,0,0
Hogarth,Conacado,1712,2016,0.75,New Zealand,3.25,Trinitario,Dominican Republic,0,0
Hogarth,Gran Blanco,1712,2016,0.66,New Zealand,3.5,Criollo,Peru,0,0
Hoja Verde (Tulicorp),Arriba,414,2009,0.8,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador,0,1
Hoja Verde (Tulicorp),Manabi,414,2009,0.8,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador,0,1
Hoja Verde (Tulicorp),Arriba,414,2009,0.72,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador,0,1
Hoja Verde (Tulicorp),Arriba,414,2009,0.58,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,0,1
Hoja Verde (Tulicorp),Manabi,414,2009,0.58,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador,0,1
Holy Cacao,Maranon,1872,2016,0.7,Israel,2.75,Others,Peru,0,0
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,0.7,Israel,3.5,Others,Ecuador,1,0
Holy Cacao,Sambirano,1466,2015,0.7,Israel,3.5,Trinitario,Madagascar,0,0
Holy Cacao,Gran Couva,1466,2015,0.7,Israel,3.5,Trinitario,Trinidad,0,0
Holy Cacao,Mara,1466,2015,0.7,Israel,3.5,Others,Venezuela,0,0
Holy Cacao,Ivory Coast,431,2009,0.7,Israel,2.5,Others,Ivory Coast,0,0
